prob_1,prob_2,prob_3,prob_4,prob_5,test_configuration,model,true_mos,predicted_mos,mse
0.05689562410329986,0.3056900605770764,0.28112545831340663,0.25424188984536905,0.10204696716084807,"(28, 0.875, 109881.41)",RandomForestClassifier,2.682926829268293,3.038854515383389,0.12668451774324643
0.17523379725910765,0.3038521441739398,0.2813347004403735,0.17084979430189717,0.06872956382468186,"(28, 0.875, 109881.41)",LogisticRegression,2.682926829268293,2.653989183259106,0.0008373873565530177
0.20437957088157027,0.39834071818687655,0.2555114515473191,0.10126614143888885,0.04050211794534521,"(28, 0.875, 109881.41)",GradientBoostingClassifier,2.682926829268293,2.3751705173795616,0.094713947507354
0.07317073170731707,0.3170731707317073,0.2682926829268293,0.21951219512195122,0.12195121951219512,"(28, 0.875, 109881.41)",DecisionTreeClassifier,2.682926829268293,3.0,0.10053539559785832
0.08734108480790691,0.3115584648493544,0.3606627610393751,0.24043768930336362,0.0,"(28, 0.875, 134155.06)",RandomForestClassifier,3.0,2.7541970548381958,0.060419087850216935
0.09943412251153207,0.29883031924592496,0.3306599103308186,0.22334215526198456,0.04773349264973991,"(28, 0.875, 134155.06)",LogisticRegression,3.0,2.8211105762924755,0.03200142591441022
0.1419630765272679,0.31694162852975905,0.30609428329474153,0.23198383214961593,0.003017179498615507,"(28, 0.875, 134155.06)",GradientBoostingClassifier,3.0,2.637150409562552,0.13165982528062378
0.12195121951219512,0.3170731707317073,0.3170731707317073,0.24390243902439024,0.0,"(28, 0.875, 134155.06)",DecisionTreeClassifier,3.0,2.6829268292682924,0.1005353955978586
0.0,0.2235578322237986,0.3738104332642148,0.2937324929971989,0.10889924151478775,"(28, 0.875, 236568.05)",RandomForestClassifier,3.5121951219512195,3.287973143802976,0.05027549548471149
0.004636640015571597,0.27272022189787526,0.3449008971228834,0.29214466562922253,0.08559757533444727,"(28, 0.875, 236568.05)",LogisticRegression,3.5121951219512195,3.1813463143690988,0.10946093347851117
0.041378716645250925,0.19630205793471317,0.3749431466952641,0.29878864212273065,0.08858743660204119,"(28, 0.875, 236568.05)",GradientBoostingClassifier,3.5121951219512195,3.196904024101598,0.0994084763832196
0.0,0.1951219512195122,0.3902439024390244,0.3170731707317073,0.0975609756097561,"(28, 0.875, 236568.05)",DecisionTreeClassifier,3.5121951219512195,3.317073170731707,0.03807257584770976
0.0,0.09326821637746008,0.41015133326057696,0.41844055804139835,0.07813989232056459,"(28, 0.875, 250931.52)",RandomForestClassifier,3.317073170731707,3.4814521263050677,0.02702044103538885
0.0026944895514396904,0.18587131110215233,0.34939455129768693,0.39094974910299096,0.07108989894573005,"(28, 0.875, 250931.52)",LogisticRegression,3.317073170731707,3.341869256789419,0.0006148458837814538
0.0406644864309546,0.08523759759449967,0.39401293722047787,0.4145068810717721,0.06557809768229583,"(28, 0.875, 250931.52)",GradientBoostingClassifier,3.317073170731707,3.3790965059799554,0.003846894115316589
0.0,0.07317073170731707,0.4146341463414634,0.43902439024390244,0.07317073170731707,"(28, 0.875, 250931.52)",DecisionTreeClassifier,3.317073170731707,3.5121951219512195,0.03807257584770976
0.2855457049636286,0.3689247254314648,0.21432020515380593,0.1143846128702515,0.016824751580849142,"(34, 0.75, 46060.82)",RandomForestClassifier,1.975609756097561,2.2080179806732274,0.05401358285041341
0.5652702203812923,0.24150614652857047,0.1319417803601159,0.0464406645615999,0.014841188168421475,"(34, 0.75, 46060.82)",LogisticRegression,1.975609756097561,1.7040764536072879,0.07373033436127414
0.34541722174174005,0.36250225360557914,0.1744057121724723,0.09212703108017556,0.025547781400032943,"(34, 0.75, 46060.82)",GradientBoostingClassifier,1.975609756097561,2.0898858967911824,0.013059036331828368
0.34146341463414637,0.36585365853658536,0.17073170731707318,0.0975609756097561,0.024390243902439025,"(34, 0.75, 46060.82)",DecisionTreeClassifier,1.975609756097561,2.097560975609756,0.014872099940511627
0.43970003981838063,0.3020506466029572,0.16386972257880472,0.07755483941900823,0.016824751580849142,"(34, 0.75, 52875.8)",RandomForestClassifier,2.097560975609756,1.9297536163409876,0.02815930982475756
0.5450713247868535,0.24335314266457594,0.13858491478685625,0.05256726313492906,0.02042335462678526,"(34, 0.75, 52875.8)",LogisticRegression,2.097560975609756,1.7599181801502166,0.11400265732573248
0.4400665407984122,0.29266412868061936,0.15074886856606207,0.09089300907623124,0.02562745287867508,"(34, 0.75, 52875.8)",GradientBoostingClassifier,2.097560975609756,1.9693507045561374,0.01643787360364241
0.43902439024390244,0.2926829268292683,0.14634146341463414,0.0975609756097561,0.024390243902439025,"(34, 0.75, 52875.8)",DecisionTreeClassifier,2.097560975609756,1.975609756097561,0.014872099940511627
0.4599655974655975,0.4047031234531235,0.13533127908127907,0.0,0.0,"(34, 0.75, 80444.51)",RandomForestClassifier,2.097560975609756,1.6753656816156817,0.17824886627074302
0.40884108993492774,0.27495685117173285,0.19586176371772426,0.09345898012066275,0.026881315054952396,"(34, 0.75, 80444.51)",LogisticRegression,2.097560975609756,2.0545825791889794,0.0018471425589014429
0.46498211649159477,0.37015011437607354,0.1437262662158564,0.016707106245041136,0.004434396671434081,"(34, 0.75, 80444.51)",GradientBoostingClassifier,2.097560975609756,1.7254615522286458,0.1384579808805548
0.4722222222222222,0.3888888888888889,0.1388888888888889,0.0,0.0,"(34, 0.75, 80444.51)",DecisionTreeClassifier,2.097560975609756,1.6666666666666667,0.18566990547954262
