user_id,pc_name,second,head_velocity_m_per_s,gaze_velocity_deg_per_s,head_movement_category,gaze_movement_category,overall_movement_category
5,PCBlueSpin,3,0.5277700641922528,15.330015639096382,Medium,Medium,Medium
5,PCBlueSpin,4,0.6065647625756314,13.189176926286168,Medium,Medium,Medium
5,PCBlueSpin,5,1.4136780271507416,56.79403607652983,Medium,Medium,Medium
5,PCBlueSpin,6,1.0488322201867861,52.56564205217484,Medium,Medium,Medium
5,PCBlueSpin,7,0.4090759201054497,12.933468960729456,Medium,Medium,Medium
5,PCBlueSpin,8,1.8466854952796963,210.36646665674942,Medium,Medium,Medium
5,PCBlueSpin,9,0.38097907758090876,23.47261745538635,Medium,Medium,Medium
5,PCBlueSpin,10,0.6683707926844901,39.790093204565025,Medium,Medium,Medium
5,PCBlueSpin,11,0.20977601830006254,19.649821427867707,Medium,Medium,Medium
5,PCBlueSpin,12,0.5065135617392508,30.271554687015666,Medium,Medium,Medium
5,PCBlueSpin,13,0.5042076232229875,15.917975300827857,Medium,Medium,Medium
5,PCBlueSpin,14,0.7289030436420711,18.19795128384837,Medium,Medium,Medium
5,PCBlueSpin,15,1.2914680547655317,98.6838175257316,Medium,Medium,Medium
5,PCBlueSpin,16,0.5150314041169088,27.874920278054464,Medium,Medium,Medium
5,PCBlueSpin,17,1.5132192072757054,290.75326403449196,Medium,Medium,Medium
5,PCBlueSpin,18,0.7933944064166291,214.3133830476036,Medium,Medium,Medium
5,PCBlueSpin,19,0.11286635957567574,29.431950230792477,Medium,Medium,Medium
5,PCCasualSquat,1,0.3177760181658437,36.16534374142474,Medium,Medium,Medium
5,PCCasualSquat,2,0.5885493570878174,49.999011965369256,Medium,Medium,Medium
5,PCCasualSquat,3,0.7057325293229768,43.6734308108225,Medium,Medium,Medium
5,PCCasualSquat,4,0.42855855756359085,38.22559896170712,Medium,Medium,Medium
5,PCCasualSquat,5,0.2056322015394487,29.28035087013188,Medium,Medium,Medium
5,PCCasualSquat,6,0.9504907692139742,96.94404523224291,Medium,Medium,Medium
5,PCCasualSquat,7,1.1915594106963028,78.4091134840905,Medium,Medium,Medium
5,PCCasualSquat,8,0.8435864490997743,55.03562254579905,Medium,Medium,Medium
5,PCCasualSquat,9,2.456353850253043,150.8895474985429,Medium,Medium,Medium
5,PCCasualSquat,10,0.4927449215611513,31.792623329797497,Medium,Medium,Medium
5,PCCasualSquat,11,0.25328558263801126,17.227680525330523,Medium,Medium,Medium
5,PCCasualSquat,12,0.024190502529358077,15.822225660969222,Medium,Medium,Medium
5,PCCasualSquat,13,0.40191157300838776,51.34102386145846,Medium,Medium,Medium
5,PCCasualSquat,14,1.149579212270114,184.68303625408672,Medium,Medium,Medium
5,PCCasualSquat,15,0.6260711809653045,58.38273529956432,Medium,Medium,Medium
5,PCCasualSquat,16,0.37463765478293104,26.524276036403858,Medium,Medium,Medium
5,PCCasualSquat,17,0.27843166210999615,21.06774350621029,Medium,Medium,Medium
5,PCCasualSquat,18,0.5830176025963287,85.12885266829737,Medium,Medium,Medium
5,PCCasualSquat,19,0.5427135157987757,175.5913840697431,Medium,Medium,Medium
5,PCFlowerDance,1,0.5581939659218893,35.37576166608013,Medium,Medium,Medium
5,PCFlowerDance,2,0.3698404823039191,38.86517449563653,Medium,Medium,Medium
5,PCFlowerDance,3,0.5175064569101707,14.977055317130826,Medium,Medium,Medium
5,PCFlowerDance,4,0.553253587208703,24.320385123808936,Medium,Medium,Medium
5,PCFlowerDance,5,1.1523862159830756,73.47653699345881,Medium,Medium,Medium
5,PCFlowerDance,6,1.3711843658565346,174.7810858133596,Medium,Medium,Medium
5,PCFlowerDance,7,1.007208336366525,26.257900438074806,Medium,Medium,Medium
5,PCFlowerDance,8,0.9612446243228111,56.20243371940066,Medium,Medium,Medium
5,PCFlowerDance,9,0.666861320488941,30.756299582638825,Medium,Medium,Medium
5,PCFlowerDance,10,1.9269360363548214,194.49645490253985,Medium,Medium,Medium
5,PCFlowerDance,11,2.050413311279643,130.90668107692906,Medium,Medium,Medium
5,PCFlowerDance,12,2.2833108259066535,454.9207784909081,Medium,Medium,Medium
5,PCFlowerDance,13,1.2265307227577718,125.7401471142023,Medium,Medium,Medium
5,PCFlowerDance,14,0.18851709884666693,28.92904786205315,Medium,Medium,Medium
5,PCFlowerDance,15,0.03839661871579719,6.866653468976096,Medium,Medium,Medium
5,PCFlowerDance,16,0.018518786570341454,4.177147810490028,Medium,Medium,Medium
5,PCFlowerDance,17,0.10294227055856578,9.510330484826465,Medium,Medium,Medium
5,PCFlowerDance,18,0.3221739714430575,25.299767318747307,Medium,Medium,Medium
5,PCFlowerDance,19,0.5380626228899438,53.58487545155724,Medium,Medium,Medium
5,PCReadyForWinter,1,0.29467844111655184,7.7107710102762335,Medium,Medium,Medium
5,PCReadyForWinter,2,0.6060484271338891,11.78768986223909,Medium,Medium,Medium
5,PCReadyForWinter,3,0.6667722847684228,21.73185792721054,Medium,Medium,Medium
5,PCReadyForWinter,4,1.8517934472597486,71.31749879390608,Medium,Medium,Medium
5,PCReadyForWinter,5,2.5674756804626067,138.6060593850253,Medium,Medium,Medium
5,PCReadyForWinter,6,0.7871835622963539,91.4956224267782,Medium,Medium,Medium
5,PCReadyForWinter,7,0.8696979278051653,121.67545241548564,Medium,Medium,Medium
5,PCReadyForWinter,8,0.35381530064057926,89.99514948022832,Medium,Medium,Medium
5,PCReadyForWinter,9,0.22170924538869202,7.930963958143336,Medium,Medium,Medium
5,PCReadyForWinter,10,0.999772308107105,87.45537582996005,Medium,Medium,Medium
5,PCReadyForWinter,11,0.0357469201397402,3.1272191771755717,Medium,Medium,Medium
5,PCReadyForWinter,12,0.26063353925636,48.73304509234858,Medium,Medium,Medium
5,PCReadyForWinter,13,0.013581207986757255,1.5418389430610606,Medium,Medium,Medium
5,PCReadyForWinter,14,0.7918161600853334,110.5527148483934,Medium,Medium,Medium
5,PCReadyForWinter,15,0.36670348345101517,37.932155073507026,Medium,Medium,Medium
5,PCReadyForWinter,16,0.05903031485141318,34.93818258426665,Medium,Medium,Medium
5,PCReadyForWinter,17,0.01999702398006495,6.442013601071592,Medium,Medium,Medium
5,PCReadyForWinter,18,0.20918999910750774,14.04128384237681,Medium,Medium,Medium
5,PCReadyForWinter,19,0.49760680035394517,97.11064855916423,Medium,Medium,Medium
6,PCBlueSpin,1,0.4714225005346549,119.30138337207553,Low,Low,Low
6,PCBlueSpin,2,0.20366529345331885,4.858440183334014,Low,Low,Low
6,PCBlueSpin,3,0.18165740324366486,10.730592789676038,Low,Low,Low
6,PCBlueSpin,4,0.24620587511767275,24.468467107341183,Low,Low,Low
6,PCBlueSpin,5,0.46300876863547985,75.68043425423753,Low,Low,Low
6,PCBlueSpin,6,0.11400043646693106,7.5293938307880595,Low,Low,Low
6,PCBlueSpin,7,0.5355056680823309,63.13736126606369,Low,Low,Low
6,PCBlueSpin,8,0.20725736704989214,5.054604176560814,Low,Low,Low
6,PCBlueSpin,9,0.12820574751106215,30.478986915692808,Low,Low,Low
6,PCBlueSpin,10,0.06596177580114365,22.6854245285602,Low,Low,Low
6,PCBlueSpin,11,0.10131314906683088,14.364956208766811,Low,Low,Low
6,PCBlueSpin,12,0.06665880190420959,6.763648382522129,Low,Low,Low
6,PCBlueSpin,13,0.2752694370068726,72.49914244041499,Low,Low,Low
6,PCBlueSpin,14,0.16473211121278653,33.803251347105856,Low,Low,Low
6,PCBlueSpin,15,0.061804259218064574,10.853884062987456,Low,Low,Low
6,PCBlueSpin,16,0.07994130791867736,8.192596091888557,Low,Low,Low
6,PCBlueSpin,17,0.6794508198232059,159.91559238824212,Low,Low,Low
6,PCBlueSpin,18,0.18445455046373924,34.859919901382185,Low,Low,Low
6,PCBlueSpin,19,0.09576593835305784,26.190292213726334,Low,Low,Low
6,PCCasualSquat,1,0.03826455344969095,12.629389926780824,Low,Low,Low
6,PCCasualSquat,2,0.06111057711807232,16.683346266539143,Low,Low,Low
6,PCCasualSquat,3,0.29161709834183713,122.61992685559662,Low,Low,Low
6,PCCasualSquat,4,0.060352125073092615,7.830005344298478,Low,Low,Low
6,PCCasualSquat,5,0.6118984581881276,154.93221966756985,Low,Low,Low
6,PCCasualSquat,6,0.04390311204747803,9.906604992590314,Low,Low,Low
6,PCCasualSquat,7,0.14454249377930548,12.719276520797711,Low,Low,Low
6,PCCasualSquat,8,0.3818392541491017,101.67298776626527,Low,Low,Low
6,PCCasualSquat,9,0.14140225733311765,57.91394966175685,Low,Low,Low
6,PCCasualSquat,10,0.25129074127963624,93.58402149448331,Low,Low,Low
6,PCCasualSquat,11,0.02990827499598712,13.669376425738909,Low,Low,Low
6,PCCasualSquat,12,0.30486854996072776,68.98216777116735,Low,Low,Low
6,PCCasualSquat,13,0.15300477991799213,15.100927325894986,Low,Low,Low
6,PCCasualSquat,14,0.39587992882142226,21.357464340943146,Low,Low,Low
6,PCCasualSquat,15,0.180339005990334,12.85618523656312,Low,Low,Low
6,PCCasualSquat,16,0.8989592788783564,134.03460775584142,Low,Low,Low
6,PCCasualSquat,17,0.5234758775542216,111.41625661173373,Low,Low,Low
6,PCCasualSquat,18,0.2566722591594149,39.31055580532542,Low,Low,Low
6,PCCasualSquat,19,0.8684798098965865,163.16114274850176,Low,Low,Low
6,PCFlowerDance,1,0.031821367546340074,3.3993645365264054,Low,Low,Low
6,PCFlowerDance,2,0.489023453598094,145.8078048766151,Low,Low,Low
6,PCFlowerDance,3,0.06912430561897161,12.089107052215638,Low,Low,Low
6,PCFlowerDance,4,0.5113047862927088,147.69663786500973,Low,Low,Low
6,PCFlowerDance,5,0.5727715218429352,108.37924056202954,Low,Low,Low
6,PCFlowerDance,6,0.6031932788665201,159.73755937015991,Low,Low,Low
6,PCFlowerDance,7,0.3383493922006748,73.04356717596289,Low,Low,Low
6,PCFlowerDance,8,0.06458908620628737,12.26746066753476,Low,Low,Low
6,PCFlowerDance,9,0.41365966651953556,78.92930248860948,Low,Low,Low
6,PCFlowerDance,10,0.32179107374988725,74.63040802986895,Low,Low,Low
6,PCFlowerDance,11,0.05658880764910959,8.422087961920896,Low,Low,Low
6,PCFlowerDance,12,0.05591602126167389,10.273659711048804,Low,Low,Low
6,PCFlowerDance,13,0.3098840186380579,101.5672040271785,Low,Low,Low
6,PCFlowerDance,14,0.7543204246726131,163.8195821869685,Low,Low,Low
6,PCFlowerDance,15,0.03102658321912395,5.527202024893574,Low,Low,Low
6,PCFlowerDance,16,0.5224707257603637,143.92858896510188,Low,Low,Low
6,PCFlowerDance,17,0.8269393102685941,132.53235638110263,Low,Low,Low
6,PCFlowerDance,18,0.10257515529040566,31.612627400410933,Low,Low,Low
6,PCFlowerDance,19,0.48826494719554214,167.4913430182021,Low,Low,Low
6,PCReadyForWinter,1,0.09426132355274282,4.715154919007067,Low,Low,Low
6,PCReadyForWinter,2,0.11594543529968225,3.9557356173721185,Low,Low,Low
6,PCReadyForWinter,3,0.18133975959738577,19.241559130531314,Low,Low,Low
6,PCReadyForWinter,4,0.05468135533150627,28.037209333367187,Low,Low,Low
6,PCReadyForWinter,5,0.06417229119675524,37.11277494973485,Low,Low,Low
6,PCReadyForWinter,6,0.07337526406563581,4.512747730260047,Low,Low,Low
6,PCReadyForWinter,7,0.17765837876996315,17.277463793166508,Low,Low,Low
6,PCReadyForWinter,8,0.4908970616076252,24.43719505289542,Low,Low,Low
6,PCReadyForWinter,9,0.3139890653470386,9.714874865606982,Low,Low,Low
6,PCReadyForWinter,10,0.3784041535073899,11.027897524503883,Low,Low,Low
6,PCReadyForWinter,11,0.2911306532221356,20.605141412739204,Low,Low,Low
6,PCReadyForWinter,12,0.10037516273447833,9.860984058105249,Low,Low,Low
6,PCReadyForWinter,13,0.6100793822256213,32.418525860847055,Low,Low,Low
6,PCReadyForWinter,14,0.49540637454192804,30.037556597995582,Low,Low,Low
6,PCReadyForWinter,15,0.7564903095332969,56.591512103098374,Low,Low,Low
6,PCReadyForWinter,16,0.9278797408460113,154.1156595118387,Low,Low,Low
6,PCReadyForWinter,17,0.16437902327451798,5.669332385558689,Low,Low,Low
6,PCReadyForWinter,18,0.22155388145963845,40.880412399031755,Low,Low,Low
6,PCReadyForWinter,19,0.5090607867056743,91.08529955298953,Low,Low,Low
