prob_1,prob_2,prob_3,prob_4,prob_5,test_configuration,model,true_mos,predicted_mos,mse
0.270465040661214,0.31199629190319433,0.21626797564426262,0.16067536614610403,0.04059532564522482,"(30, 8, 18243000.0, 0.2331512649826814)",RandomForestClassifier,3.258169934640523,2.3889396442109305,0.7555612978003134
0.09561915583419932,0.18196007607506884,0.22806019657772028,0.2580096551342426,0.23635091637876893,"(30, 8, 18243000.0, 0.2331512649826814)",LogisticRegression,3.258169934640523,3.3575131001483127,0.009869064533108133
0.17633677346807022,0.22759255045013768,0.30669576812416427,0.1909383398801959,0.09843656807743192,"(30, 8, 18243000.0, 0.2331512649826814)",GradientBoostingClassifier,3.258169934640523,2.807545378648782,0.20306249046275374
0.30392156862745096,0.32679738562091504,0.19281045751633988,0.1437908496732026,0.032679738562091505,"(30, 8, 18243000.0, 0.2331512649826814)",DecisionTreeClassifier,3.258169934640523,2.274509803921568,0.9675872527660312
0.0,0.0,0.0,0.0,1.0,"(30, 8, 18243000.0, 0.2331512649826814)",MLPClassifier,3.258169934640523,5.0,3.0339719765902005
0.10643099986968803,0.2403917888703394,0.3115797581647904,0.2588644506784833,0.082733002416699,"(30, 8, 28675900.0, 0.3104680140826253)",RandomForestClassifier,3.2745098039215685,2.9710766669021664,0.09207166864143526
0.03484388903266175,0.1586233891291111,0.24402765536542037,0.30097061114601326,0.2615344553267936,"(30, 8, 28675900.0, 0.3104680140826253)",LogisticRegression,3.2745098039215685,3.595728354605166,0.10318135730327083
0.04305098225936312,0.20510787427252092,0.3121568693163489,0.2965092603316798,0.14317501382008724,"(30, 8, 28675900.0, 0.3104680140826253)",GradientBoostingClassifier,3.2745098039215685,3.291649449180607,0.0002937674396056788
0.0,0.19601328903654486,0.3787375415282392,0.32558139534883723,0.09966777408637874,"(30, 8, 28675900.0, 0.3104680140826253)",DecisionTreeClassifier,3.2745098039215685,3.3289036544850497,0.002958690979122315
0.0,0.0,0.0,1.0,0.0,"(30, 8, 28675900.0, 0.3104680140826253)",MLPClassifier,3.2745098039215685,4.0,0.5263360246059209
0.1889462822704541,0.27514094903945907,0.24107086099011876,0.23244854733995893,0.06239336036000899,"(30, 9, 24517966.666666668, 0.31334730818048295)",RandomForestClassifier,4.32890365448505,2.7042017544796093,2.639656263881288
0.08604793953629933,0.17058886346559204,0.22739017393156513,0.27264471584663935,0.24332830721990403,"(30, 9, 24517966.666666668, 0.31334730818048295)",LogisticRegression,4.32890365448505,3.4166165877482566,0.8322676921352219
0.12437661384382692,0.24552195549642108,0.2359602322794794,0.26673429769900825,0.12740690068126437,"(30, 9, 24517966.666666668, 0.31334730818048295)",GradientBoostingClassifier,4.32890365448505,3.0272729158774623,1.6942425796881335
0.30392156862745096,0.32679738562091504,0.19281045751633988,0.1437908496732026,0.032679738562091505,"(30, 9, 24517966.666666668, 0.31334730818048295)",DecisionTreeClassifier,4.32890365448505,2.274509803921568,4.220534093233049
0.0,0.0,0.0,0.0,1.0,"(30, 9, 24517966.666666668, 0.31334730818048295)",MLPClassifier,4.32890365448505,5.0,0.4503703049635216
0.007504982272152631,0.09029837303817198,0.2626995365338377,0.3967242990763112,0.24277280907952656,"(30, 9, 35868433.333333336, 0.388340078785846)",RandomForestClassifier,4.375838926174497,3.776961579652887,0.3586540761767645
0.045539693260467314,0.14337659198509325,0.23453678950169604,0.3120817052637524,0.2644652199889911,"(30, 9, 35868433.333333336, 0.388340078785846)",LogisticRegression,4.375838926174497,3.606556166735707,0.5917959639697594
0.03543844737673556,0.11086572711488007,0.22221343634324914,0.38256742478681677,0.2489149643783184,"(30, 9, 35868433.333333336, 0.388340078785846)",GradientBoostingClassifier,4.375838926174497,3.698654731675102,0.4585784332797942
0.00980392156862745,0.05228758169934641,0.21568627450980393,0.42483660130718953,0.2973856209150327,"(30, 9, 35868433.333333336, 0.388340078785846)",DecisionTreeClassifier,4.375838926174497,3.947712418300654,0.18329230674425193
0.0,0.0,1.0,0.0,0.0,"(30, 9, 35868433.333333336, 0.388340078785846)",MLPClassifier,4.375838926174497,3.0,1.892932750776993
0.005678022838068477,0.17499544281711732,0.3193814450585979,0.3587869663352095,0.14115812295100638,"(30, 10, 32111366.666666668, 0.4103933431264618)",RandomForestClassifier,4.947712418300654,3.454751723743967,2.228931635491185
0.05581385281037312,0.16290866476071067,0.2376387111513269,0.29498737413063203,0.24865139714695725,"(30, 10, 32111366.666666668, 0.4103933431264618)",LogisticRegression,4.947712418300654,3.5177537980430893,2.0447816556489173
0.030977804054258307,0.15041170875651347,0.2915549643575864,0.3549574196961535,0.1720981031354883,"(30, 10, 32111366.666666668, 0.4103933431264618)",GradientBoostingClassifier,4.947712418300654,3.4867863091021,2.134305096538025
0.0,0.19463087248322147,0.3389261744966443,0.3624161073825503,0.1040268456375839,"(30, 10, 32111366.666666668, 0.4103933431264618)",DecisionTreeClassifier,4.947712418300654,3.3758389261744965,2.4707862752488805
0.0,1.0,0.0,0.0,0.0,"(30, 10, 32111366.666666668, 0.4103933431264618)",MLPClassifier,4.947712418300654,2.0,8.689008501003888
0.00352564137655545,0.01669216048446969,0.19115605674915284,0.3868515433381001,0.4017745980517219,"(30, 10, 44174433.333333336, 0.47826741585182425)",RandomForestClassifier,4.693333333333333,4.166657296203963,0.27738764808629746
0.02675490942531579,0.1275876325627165,0.23953797864480067,0.337328781603794,0.268790697763373,"(30, 10, 44174433.333333336, 0.47826741585182425)",LogisticRegression,4.693333333333333,3.6938127257171915,0.9990414450493413
